inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf75-592,970.0,757.011,3000,1567.011,6.161828714652655,1.0394093280417334
ruf75-375,190.0,2661.989,3000,24531.989,7.777545678528188,0.3737424021051654
ruf75-108,958.0,601.182,3000,1735.182,5.780839983167043,1.2122864149772292
ruf75-755,322.0,2385.322,3000,20691.322,7.565206962119681,0.689888086145585
ruf75-155,366.0,2258.681,3000,19376.681,7.420044108441201,1.0165501817722762
ruf75-997,938.0,985.12,3000,2659.12,6.444841622157617,1.0871943062941722
ruf75-72,958.0,561.495,3000,1695.495,5.763920697086076,1.085034446211221
ruf75-911,801.0,1328.743,3000,6701.743,6.733151927083596,1.1560196468361401
ruf75-13,984.0,582.991,3000,1014.991,5.839785377002143,1.0841429385512376
ruf75-425,318.0,2308.362,3000,20722.362,7.465604311575539,0.917089181528859
ruf75-260,393.0,2290.1,3000,18679.1,7.5229119926837775,0.6680249512618901
ruf75-866,300.0,2438.99,3000,21338.99,7.561195229778598,0.8487506478653828
ruf75-479,101.0,2797.405,3000,27070.405,7.837824176284949,0.39521466634961355
ruf75-763,878.0,1031.906,3000,4325.906,6.409778405740985,1.2286642939700387
ruf75-191,819.0,1081.24,3000,5968.24,6.364091416249517,1.4284339745319854
ruf75-545,663.0,1675.117,3000,10774.117,6.977779475015882,1.2869942937689574
ruf75-449,825.0,1217.838,3000,5942.838,6.625118836458009,1.179250302852825
ruf75-468,999.0,328.635,3000,355.635,5.416509910078189,0.7428108080898028
ruf75-938,281.0,2484.528,3000,21897.528,7.636570935071338,0.6090296745415765
ruf75-932,484.0,2162.01,3000,16094.01,7.420537866155963,0.8101773025278215
ruf75-85,752.0,1330.0,3000,8026.0,6.631958883528536,1.4157861147218713
ruf75-554,895.0,841.135,3000,3676.135,6.139802400236318,1.2768337566209804
ruf75-712,993.0,546.388,3000,735.388,5.839505176870023,0.9592149219972192
ruf75-76,971.0,750.403,3000,1533.403,6.186797337870283,0.9448194252617422
ruf75-264,578.0,1934.76,3000,13328.76,7.255263182350409,0.9342697089967006
ruf75-718,555.0,1984.069,3000,13999.069,7.288079084639594,0.9091696220381609
ruf75-717,318.0,2427.87,3000,20841.87,7.59750789542196,0.6671873745068099
ruf75-933,536.0,2043.844,3000,14571.844,7.347509256202382,0.8249906175531412
ruf75-674,473.0,2099.929,3000,16328.929,7.364986173727127,0.8846940873181187
ruf75-113,609.0,2023.813,3000,12580.813,7.390808778370089,0.6353231966660579
ruf75-101,551.0,1909.468,3000,14032.468,7.192566451992457,1.0830163707617115
ruf75-966,928.0,951.764,3000,2895.764,6.385501246971017,1.0847112940241999
ruf75-120,661.0,1716.9,3000,10869.9,7.054093580076492,1.1580733946817168
ruf75-917,966.0,668.612,3000,1586.612,5.982986032529336,1.109159196771341
ruf75-759,483.0,2139.66,3000,16098.66,7.376595837218173,0.9455247817948972
ruf75-967,955.0,863.275,3000,2078.275,6.2912235958339,1.0686272306768283
ruf75-614,753.0,1458.616,3000,8127.616,6.829770999166693,1.2027087776329768
ruf75-276,217.0,2671.666,3000,23812.666,7.799017436736551,0.31003562806676194
ruf75-271,912.0,1123.289,3000,3499.289,6.613972405761988,0.9922922187689117
ruf75-456,978.0,657.181,3000,1251.181,6.01859618059632,0.9933299228970107
ruf75-444,336.0,2346.764,3000,20274.764,7.522842786784833,0.7778758889581662
ruf75-661,425.0,2273.448,3000,17798.448,7.514453281923911,0.673793372527417
ruf75-312,480.0,2053.904,3000,16093.904,7.312977574605004,0.9634295829344952
ruf75-167,309.0,2392.787,3000,21049.787,7.538235185336759,0.8377571603644727
ruf75-478,204.0,2633.801,3000,24125.801,7.756295566374339,0.4088183796063742
ruf75-454,622.0,1756.896,3000,11962.896,7.06547422253337,1.1670787647532281
ruf75-132,915.0,1047.938,3000,3342.938,6.526998263333776,1.024130496451541
ruf75-927,879.0,1136.28,3000,4403.28,6.5739971368777255,1.1124262446843756
ruf75-382,987.0,450.085,3000,801.085,5.6041305096776135,0.9542107628769811
ruf75-115,615.0,1935.531,3000,12330.531,7.248767602810083,0.9726577088950026
ruf75-926,149.0,2783.015,3000,25760.015,7.869875819151065,0.20860387863223745
ruf75-321,662.0,1839.914,3000,10965.914,7.25004446688503,0.7410040824854928
ruf75-175,369.0,2333.957,3000,19370.957,7.545557964136421,0.654315062792133
ruf75-847,727.0,1648.909,3000,9019.909,7.06090386431474,0.9567219413655664
ruf75-335,966.0,524.264,3000,1442.264,5.603530559736246,1.2340015897814485
ruf75-600,992.0,463.356,3000,679.356,5.650215506729876,0.9321165854143758
ruf75-80,706.0,1580.963,3000,9518.963,6.930642314577409,1.2079243068755101
ruf75-381,990.0,507.962,3000,777.962,5.698906075065404,1.065196548749115
ruf75-157,673.0,1837.398,3000,10666.398,7.227160659844381,0.8169085125905214
ruf75-303,740.0,1565.351,3000,8585.351,6.940052462515356,1.1525238758369716
ruf75-44,718.0,1553.817,3000,9167.817,6.889330059449601,1.266145363138908
ruf75-259,284.0,2500.605,3000,21832.605,7.65297138863267,0.587695078623896
ruf75-261,468.0,2035.214,3000,16399.214,7.258639168083185,1.0932913502715684
ruf75-287,908.0,1060.321,3000,3544.321,6.505125590447207,1.1238252597934892
ruf75-989,338.0,2381.349,3000,20255.349,7.58772289643389,0.5860556580974056
ruf75-970,618.0,1868.871,3000,12182.871,7.217259402908956,0.9245114166879785
ruf75-934,123.0,2802.724,3000,26481.724,7.870052247315524,0.25339034171602454
ruf75-552,905.0,763.684,3000,3328.684,6.037543722818359,1.1780671378551757
ruf75-67,856.0,1301.804,3000,5189.804,6.727212042458525,1.1490246555919539
ruf75-97,355.0,2298.387,3000,19713.387,7.4742419469045815,0.9016270998657502
ruf75-384,781.0,1235.204,3000,7148.204,6.531868020390245,1.481708081556917
ruf75-670,577.0,1661.274,3000,13082.274,6.853438822009635,1.6075878340654723
