inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf20-27,995.0,455.32,,590.32,5.308956117054442,2.321220687188154
ruf20-749,1000.0,162.229,,162.229,4.303561228258458,1.7983053136071543
ruf20-78,1000.0,35.771,,35.771,3.2585989072861574,0.6266004119316552
ruf20-973,1000.0,58.984,,58.984,3.458529235697297,1.208758140985638
ruf20-502,1000.0,177.842,,177.842,4.5770818502729,1.512840336572595
ruf20-292,1000.0,94.682,,94.682,4.1046454382902,0.9561577105567846
ruf20-36,1000.0,158.406,,158.406,4.425909947429656,1.4863796866995214
ruf20-180,1000.0,112.036,,112.036,4.222806991987712,1.0934804236285225
ruf20-667,1000.0,161.995,,161.995,4.267870216905184,1.9139444533555372
ruf20-472,1000.0,92.387,,92.387,4.11044782122373,0.9665934249631389
ruf20-603,1000.0,75.86,,75.86,3.8689942647373186,0.9893314285690185
ruf20-446,1000.0,52.124,,52.124,3.6435958795057757,0.643151598004443
ruf20-551,1000.0,41.559,3000.0,41.559,3.2892691042085245,0.8704532258235825
ruf20-73,1000.0,136.458,3000.0,136.458,4.44689614315144,1.1185545311672194
ruf20-368,1000.0,98.229,3000.0,98.229,4.154754082526587,0.9787922715678204
ruf20-165,1000.0,30.594,3000.0,30.594,3.1438081745975164,0.5542453122713344
ruf20-713,1000.0,47.07,3000.0,47.07,3.3632321380116434,0.8597603856340377
ruf20-843,998.0,414.619,3000.0,468.619,5.354627368432783,1.860818175097746
ruf20-343,1000.0,115.537,3000.0,115.537,4.319880036919626,0.9528079489236408
ruf20-923,1000.0,66.96,3000.0,66.96,3.9031950149633157,0.660008140186869
ruf20-957,1000.0,82.767,3000.0,82.767,3.9863134653804586,0.9273079739512231
ruf20-918,1000.0,165.879,3000.0,165.879,4.516048184429652,1.3967896808366513
ruf20-409,1000.0,19.423,3000.0,19.423,2.6813661581711643,0.5330831350365745
ruf20-231,1000.0,25.69,3000.0,25.69,2.927238035699669,0.6213766253187063
ruf20-825,1000.0,60.949,3000.0,60.949,3.6736443853244283,0.9180746089987799
ruf20-743,1000.0,94.384,3000.0,94.384,3.943501305223456,1.3306064132242628
ruf20-31,1000.0,99.885,3000.0,99.885,3.966229665673484,1.386724283015159
ruf20-416,1000.0,24.95,3000.0,24.95,2.938386817927405,0.5507535638483467
ruf20-618,1000.0,214.069,3000.0,214.069,4.808030545033794,1.3737955839883438
ruf20-766,1000.0,79.846,3000.0,79.846,4.016058688822854,0.7831698615168178
ruf20-13,1000.0,46.828,3000.0,46.828,3.401924648538055,0.9059229627238375
ruf20-67,1000.0,77.83,3000.0,77.83,3.8562027650178066,1.0708004470533274
ruf20-575,1000.0,45.676,3000.0,45.676,3.3463672338234156,0.9218767867380665
